,site_name,resolution,scalar,cells,particles,run_n,run_time,area_m2,area_km2,p_density,error,tri
198,SJER,10,4.0,2929,11716.0,8,0.2359554767608642,292900,0.2929,4.0,0.00923868837673937,0.028
199,SJER,10,4.0,2929,11716.0,9,0.3777616024017334,292900,0.2929,4.0,0.00923868837673937,0.028
200,SJER,30,0.25,324,100.0,0,0.1244678497314453,291600,0.2916,0.30864197530864196,0.1,0.028
201,SJER,30,0.25,324,100.0,1,0.1102170944213867,291600,0.2916,0.30864197530864196,0.1,0.028
202,SJER,30,0.25,324,100.0,2,0.1149289608001709,291600,0.2916,0.30864197530864196,0.1,0.028
203,SJER,30,0.25,324,100.0,3,0.1428947448730468,291600,0.2916,0.30864197530864196,0.1,0.028
204,SJER,30,0.25,324,100.0,4,0.0842251777648925,291600,0.2916,0.30864197530864196,0.1,0.028
205,SJER,30,0.25,324,100.0,5,0.0822346210479736,291600,0.2916,0.30864197530864196,0.1,0.028
206,SJER,30,0.25,324,100.0,6,0.0886683464050293,291600,0.2916,0.30864197530864196,0.1,0.028
207,SJER,30,0.25,324,100.0,7,0.1647431850433349,291600,0.2916,0.30864197530864196,0.1,0.028
208,SJER,30,0.25,324,100.0,8,0.0827367305755615,291600,0.2916,0.30864197530864196,0.1,0.028
209,SJER,30,0.25,324,100.0,9,0.223747968673706,291600,0.2916,0.30864197530864196,0.1,0.028
210,SJER,30,0.5,324,162.0,0,0.1534924507141113,291600,0.2916,0.5,0.07856742013183861,0.028
211,SJER,30,0.5,324,162.0,1,0.1938748359680175,291600,0.2916,0.5,0.07856742013183861,0.028
212,SJER,30,0.5,324,162.0,2,0.1883790493011474,291600,0.2916,0.5,0.07856742013183861,0.028
213,SJER,30,0.5,324,162.0,3,0.1767573356628418,291600,0.2916,0.5,0.07856742013183861,0.028
214,SJER,30,0.5,324,162.0,4,0.1592652797698974,291600,0.2916,0.5,0.07856742013183861,0.028
215,SJER,30,0.5,324,162.0,5,0.1212787628173828,291600,0.2916,0.5,0.07856742013183861,0.028
216,SJER,30,0.5,324,162.0,6,0.1364057064056396,291600,0.2916,0.5,0.07856742013183861,0.028
217,SJER,30,0.5,324,162.0,7,0.1262457370758056,291600,0.2916,0.5,0.07856742013183861,0.028
218,SJER,30,0.5,324,162.0,8,0.1226913928985595,291600,0.2916,0.5,0.07856742013183861,0.028
219,SJER,30,0.5,324,162.0,9,0.169696569442749,291600,0.2916,0.5,0.07856742013183861,0.028
220,SJER,30,1.0,324,324.0,0,0.1721613407135009,291600,0.2916,1.0,0.05555555555555555,0.028
221,SJER,30,1.0,324,324.0,1,0.1316843032836914,291600,0.2916,1.0,0.05555555555555555,0.028
222,SJER,30,1.0,324,324.0,2,0.1962604522705078,291600,0.2916,1.0,0.05555555555555555,0.028
223,SJER,30,1.0,324,324.0,3,0.2217984199523925,291600,0.2916,1.0,0.05555555555555555,0.028
224,SJER,30,1.0,324,324.0,4,0.088005781173706,291600,0.2916,1.0,0.05555555555555555,0.028
225,SJER,30,1.0,324,324.0,5,0.1059772968292236,291600,0.2916,1.0,0.05555555555555555,0.028
226,SJER,30,1.0,324,324.0,6,0.0972733497619628,291600,0.2916,1.0,0.05555555555555555,0.028
227,SJER,30,1.0,324,324.0,7,0.1354246139526367,291600,0.2916,1.0,0.05555555555555555,0.028
228,SJER,30,1.0,324,324.0,8,0.0924270153045654,291600,0.2916,1.0,0.05555555555555555,0.028
229,SJER,30,1.0,324,324.0,9,0.1059348583221435,291600,0.2916,1.0,0.05555555555555555,0.028
230,SJER,30,2.0,324,648.0,0,0.1435081958770752,291600,0.2916,2.0,0.039283710065919304,0.028
231,SJER,30,2.0,324,648.0,1,0.0822598934173584,291600,0.2916,2.0,0.039283710065919304,0.028
232,SJER,30,2.0,324,648.0,2,0.0930089950561523,291600,0.2916,2.0,0.039283710065919304,0.028
233,SJER,30,2.0,324,648.0,3,0.2377355098724365,291600,0.2916,2.0,0.039283710065919304,0.028
234,SJER,30,2.0,324,648.0,4,0.0861299037933349,291600,0.2916,2.0,0.039283710065919304,0.028
235,SJER,30,2.0,324,648.0,5,0.1585302352905273,291600,0.2916,2.0,0.039283710065919304,0.028
236,SJER,30,2.0,324,648.0,6,0.2367970943450927,291600,0.2916,2.0,0.039283710065919304,0.028
237,SJER,30,2.0,324,648.0,7,0.2166316509246826,291600,0.2916,2.0,0.039283710065919304,0.028
238,SJER,30,2.0,324,648.0,8,0.0875604152679443,291600,0.2916,2.0,0.039283710065919304,0.028
239,SJER,30,2.0,324,648.0,9,0.0811874866485595,291600,0.2916,2.0,0.039283710065919304,0.028
240,SJER,30,4.0,324,1296.0,0,0.2431352138519287,291600,0.2916,4.0,0.027777777777777776,0.028
241,SJER,30,4.0,324,1296.0,1,0.0985791683197021,291600,0.2916,4.0,0.027777777777777776,0.028
242,SJER,30,4.0,324,1296.0,2,0.0845043659210205,291600,0.2916,4.0,0.027777777777777776,0.028
243,SJER,30,4.0,324,1296.0,3,0.1418049335479736,291600,0.2916,4.0,0.027777777777777776,0.028
244,SJER,30,4.0,324,1296.0,4,0.1456172466278076,291600,0.2916,4.0,0.027777777777777776,0.028
245,SJER,30,4.0,324,1296.0,5,0.0852711200714111,291600,0.2916,4.0,0.027777777777777776,0.028
